persons_count,landing_year,noc_2011_level4_eng_desc
280,2015,0211 - Engineering managers
30,2015,0212 - Architecture and science managers
375,2015,0213 - Computer and information systems managers
115,2015,0311 - Managers in health care
10,2015,0411 - Government managers - health and social policy development and program administration
10,2015,"0412 - Government managers - economic analysis, policy development and program administration"
--,2015,0413 - Government managers - education policy development and program administration
--,2015,0414 - Other managers in public administration
20,2015,0421 - Administrators - post-secondary education and vocational training
25,2015,0422 - School principals and administrators of elementary and secondary education
15,2015,"0423 - Managers in social, community and correctional services"
10,2015,0431 - Commissioned police officers
--,2015,0432 - Fire chiefs and senior firefighting officers
--,2015,0433 - Commissioned officers of the Canadian Forces
10,2015,"0511 - Library, archive, museum and art gallery managers"
20,2015,"0512 - Managers - publishing, motion pictures, broadcasting and performing arts"
15,2015,"0513 - Recreation, sports and fitness program and service directors"
60,2015,0601 - Corporate sales managers
585,2015,0621 - Retail and wholesale trade managers
575,2015,0631 - Restaurant and food service managers
100,2015,0632 - Accommodation service managers
45,2015,"0651 - Managers in customer and personal services, n.e.c."
355,2015,0711 - Construction managers
30,2015,0712 - Home building and renovation managers
40,2015,0714 - Facility operation and maintenance managers
45,2015,0731 - Managers in transportation
55,2015,0811 - Managers in natural resources production and fishing
155,2015,0821 - Managers in agriculture
10,2015,0822 - Managers in horticulture
--,2015,0823 - Managers in aquaculture
340,2015,0911 - Manufacturing managers
10,2015,0912 - Utilities managers
1325,2015,1111 - Financial auditors and accountants
1110,2015,1112 - Financial and investment analysts
130,2015,"1113 - Securities agents, investment dealers and brokers"
445,2015,1114 - Other financial officers
140,2015,1121 - Human resources professionals
865,2015,1122 - Professional occupations in business management consulting
785,2015,"1123 - Professional occupations in advertising, marketing and public relations"
155,2015,"1211 - Supervisors, general office and administrative support workers"
430,2015,"1212 - Supervisors, finance and insurance office workers"
25,2015,"1213 - Supervisors, library, correspondence and related information workers"
5,2015,"1214 - Supervisors, mail and message distribution occupations"
310,2015,"1215 - Supervisors, supply chain, tracking and scheduling co-ordination occupations"
630,2015,1221 - Administrative officers
150,2015,1222 - Executive assistants
125,2015,1223 - Human resources and recruitment officers
85,2015,1224 - Property administrators
150,2015,1225 - Purchasing agents and officers
75,2015,1226 - Conference and event planners
5,2015,1227 - Court officers and justices of the peace
15,2015,"1228 - Employment insurance, immigration, border services and revenue officers"
470,2015,1241 - Administrative assistants
75,2015,1242 - Legal administrative assistants
65,2015,1243 - Medical administrative assistants
5,2015,"1251 - Court reporters, medical transcriptionists and related occupations"
25,2015,1252 - Health information management occupations
15,2015,1253 - Records management technicians
20,2015,1254 - Statistical officers and related research support occupations
495,2015,1311 - Accounting technicians and bookkeepers
65,2015,1312 - Insurance adjusters and claims examiners
25,2015,1313 - Insurance underwriters
10,2015,"1314 - Assessors, valuators and appraisers"
35,2015,"1315 - Customs, ship and other brokers"
245,2015,1411 - General office support workers
40,2015,1414 - Receptionists
10,2015,1415 - Personnel clerks
--,2015,1416 - Court clerks
35,2015,1422 - Data entry clerks
--,2015,1423 - Desktop publishing operators and related occupations
380,2015,1431 - Accounting and related clerks
15,2015,1432 - Payroll clerks
85,2015,"1434 - Banking, insurance and other financial clerks"
15,2015,1435 - Collectors
--,2015,1451 - Library assistants and clerks
--,2015,"1452 - Correspondence, publication and regulatory clerks"
--,2015,1454 - Survey interviewers and statistical clerks
10,2015,"1511 - Mail, postal and related workers"
--,2015,1512 - Letter carriers
--,2015,"1513 - Couriers, messengers and door-to-door distributors"
55,2015,1521 - Shippers and receivers
35,2015,1522 - Storekeepers and partspersons
10,2015,1523 - Production logistics co-ordinators
35,2015,1524 - Purchasing and inventory control workers
15,2015,1525 - Dispatchers
--,2015,1526 - Transportation route and crew schedulers
80,2015,2111 - Physicists and astronomers
250,2015,2112 - Chemists
270,2015,2113 - Geoscientists and oceanographers
--,2015,2114 - Meteorologists and climatologists
15,2015,2115 - Other professional occupations in physical sciences
360,2015,2121 - Biologists and related scientists
10,2015,2122 - Forestry professionals
70,2015,"2123 - Agricultural representatives, consultants and specialists"
1280,2015,2131 - Civil engineers
1315,2015,2132 - Mechanical engineers
1090,2015,2133 - Electrical and electronics engineers
365,2015,2134 - Chemical engineers
180,2015,2141 - Industrial and manufacturing engineers
40,2015,2142 - Metallurgical and materials engineers
50,2015,2143 - Mining engineers
40,2015,2144 - Geological engineers
270,2015,2145 - Petroleum engineers
160,2015,2146 - Aerospace engineers
600,2015,2147 - Computer engineers (except software engineers and designers)
135,2015,"2148 - Other professional engineers, n.e.c."
170,2015,2151 - Architects
15,2015,2152 - Landscape architects
30,2015,2153 - Urban and land use planners
70,2015,2154 - Land surveyors
240,2015,"2161 - Mathematicians, statisticians and actuaries"
1850,2015,2171 - Information systems analysts and consultants
695,2015,2172 - Database analysts and data administrators
1525,2015,2173 - Software engineers and designers
1925,2015,2174 - Computer programmers and interactive media developers
240,2015,2175 - Web designers and developers
180,2015,2211 - Chemical technologists and technicians
25,2015,2212 - Geological and mineral technologists and technicians
80,2015,2221 - Biological technologists and technicians
10,2015,2222 - Agricultural and fish products inspectors
15,2015,2223 - Forestry technologists and technicians
--,2015,2224 - Conservation and fishery officers
35,2015,2225 - Landscape and horticulture technicians and specialists
140,2015,2231 - Civil engineering technologists and technicians
250,2015,2232 - Mechanical engineering technologists and technicians
80,2015,2233 - Industrial engineering and manufacturing technologists and technicians
135,2015,2234 - Construction estimators
395,2015,2241 - Electrical and electronics engineering technologists and technicians
115,2015,2242 - Electronic service technicians (household and business equipment)
235,2015,2243 - Industrial instrument technicians and mechanics
20,2015,"2244 - Aircraft instrument, electrical and avionics mechanics, technicians and inspectors"
70,2015,2251 - Architectural technologists and technicians
35,2015,2252 - Industrial designers
175,2015,2253 - Drafting technologists and technicians
65,2015,2254 - Land survey technologists and technicians
25,2015,2255 - Technical occupations in geomatics and meteorology
25,2015,2261 - Non-destructive testers and inspection technicians
10,2015,2262 - Engineering inspectors and regulatory officers
265,2015,2263 - Inspectors in public and environmental health and occupational health and safety
15,2015,2264 - Construction inspectors
40,2015,"2271 - Air pilots, flight engineers and flying instructors"
5,2015,2272 - Air traffic controllers and related occupations
5,2015,"2273 - Deck officers, water transport"
5,2015,"2274 - Engineer officers, water transport"
--,2015,2275 - Railway traffic controllers and marine traffic regulators
870,2015,2281 - Computer network technicians
330,2015,2282 - User support technicians
225,2015,2283 - Information systems testing technicians
60,2015,3011 - Nursing co-ordinators and supervisors
1770,2015,3012 - Registered nurses and registered psychiatric nurses
490,2015,3111 - Specialist physicians
495,2015,3112 - General practitioners and family physicians
115,2015,3113 - Dentists
55,2015,3114 - Veterinarians
10,2015,3121 - Optometrists
--,2015,3122 - Chiropractors
5,2015,3124 - Allied primary health practitioners
15,2015,3125 - Other professional occupations in health diagnosing and treating
230,2015,3131 - Pharmacists
70,2015,3132 - Dietitians and nutritionists
55,2015,3141 - Audiologists and speech-language pathologists
500,2015,3142 - Physiotherapists
80,2015,3143 - Occupational therapists
15,2015,3144 - Other professional occupations in therapy and assessment
130,2015,3211 - Medical laboratory technologists
160,2015,3212 - Medical laboratory technicians and pathologists' assistants
15,2015,3213 - Animal health technologists and veterinary technicians
25,2015,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists"
105,2015,3215 - Medical radiation technologists
45,2015,3216 - Medical sonographers
30,2015,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c."
60,2015,3219 - Other medical technologists and technicians (except dental health)
--,2015,3221 - Denturists
20,2015,3222 - Dental hygienists and dental therapists
45,2015,"3223 - Dental technologists, technicians and laboratory assistants"
15,2015,3231 - Opticians
45,2015,3232 - Practitioners of natural healing
325,2015,3233 - Licensed practical nurses
15,2015,3234 - Paramedical occupations
35,2015,3236 - Massage therapists
10,2015,3237 - Other technical occupations in therapy and assessment
35,2015,3411 - Dental assistants
170,2015,"3413 - Nurse aides, orderlies and patient service associates"
80,2015,3414 - Other assisting occupations in support of health services
1330,2015,4011 - University professors and lecturers
455,2015,4012 - Post-secondary teaching and research assistants
460,2015,4021 - College and other vocational instructors
345,2015,4031 - Secondary school teachers
340,2015,4032 - Elementary school and kindergarten teachers
55,2015,4033 - Educational counsellors
--,2015,4111 - Judges
230,2015,4112 - Lawyers and Quebec notaries
130,2015,4151 - Psychologists
100,2015,4152 - Social workers
10,2015,"4153 - Family, marriage and other related counsellors"
130,2015,4154 - Professional occupations in religion
--,2015,4155 - Probation and parole officers and related occupations
10,2015,4156 - Employment counsellors
120,2015,"4161 - Natural and applied science policy researchers, consultants and program officers"
210,2015,4162 - Economists and economic policy researchers and analysts
410,2015,4163 - Business development officers and marketing researchers and consultants
60,2015,"4164 - Social policy researchers, consultants and program officers"
65,2015,"4165 - Health policy researchers, consultants and program officers"
20,2015,"4166 - Education policy researchers, consultants and program officers"
25,2015,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers"
25,2015,4168 - Program officers unique to government
130,2015,"4169 - Other professional occupations in social science, n.e.c."
45,2015,4211 - Paralegal and related occupations
190,2015,4212 - Social and community service workers
445,2015,4214 - Early childhood educators and assistants
35,2015,4215 - Instructors of persons with disabilities
15,2015,4216 - Other instructors
45,2015,4217 - Other religious occupations
40,2015,4311 - Police officers (except commissioned)
10,2015,4312 - Firefighters
5,2015,4313 - Non-commissioned ranks of the Canadian Forces
825,2015,4411 - Home child care providers
70,2015,"4412 - Home support workers, housekeepers and related occupations"
25,2015,4413 - Elementary and secondary school teacher assistants
--,2015,4421 - Sheriffs and bailiffs
5,2015,4422 - Correctional service officers
--,2015,"4423 - By-law enforcement and other regulatory officers, n.e.c."
15,2015,5111 - Librarians
5,2015,5112 - Conservators and curators
5,2015,5113 - Archivists
25,2015,5121 - Authors and writers
35,2015,5122 - Editors
45,2015,5123 - Journalists
325,2015,"5125 - Translators, terminologists and interpreters"
50,2015,"5131 - Producers, directors, choreographers and related occupations"
5,2015,"5132 - Conductors, composers and arrangers"
35,2015,5133 - Musicians and singers
20,2015,5134 - Dancers
10,2015,5135 - Actors and comedians
10,2015,"5136 - Painters, sculptors and other visual artists"
10,2015,5211 - Library and public archive technicians
10,2015,5212 - Technical occupations related to museums and art galleries
20,2015,5221 - Photographers
10,2015,5222 - Film and video camera operators
55,2015,5223 - Graphic arts technicians
10,2015,5224 - Broadcast technicians
30,2015,5225 - Audio and video recording technicians
25,2015,"5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts"
15,2015,"5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts"
5,2015,5231 - Announcers and other broadcasters
10,2015,"5232 - Other performers, n.e.c."
505,2015,5241 - Graphic designers and illustrators
50,2015,5242 - Interior designers and interior decorators
35,2015,"5243 - Theatre, fashion, exhibit and other creative designers"
30,2015,5244 - Artisans and craftspersons
10,2015,"5245 - Patternmakers - textile, leather and fur products"
10,2015,5251 - Athletes
45,2015,5252 - Coaches
105,2015,"5254 - Program leaders and instructors in recreation, sport and fitness"
955,2015,6211 - Retail sales supervisors
300,2015,6221 - Technical sales specialists - wholesale trade
125,2015,6222 - Retail and wholesale buyers
55,2015,6231 - Insurance agents and brokers
10,2015,6232 - Real estate agents and salespersons
180,2015,6235 - Financial sales representatives
2625,2015,6311 - Food service supervisors
20,2015,6312 - Executive housekeepers
155,2015,"6313 - Accommodation, travel, tourism and related services supervisors"
50,2015,6314 - Customer and information services supervisors
190,2015,6315 - Cleaning supervisors
55,2015,6316 - Other services supervisors
295,2015,6321 - Chefs
2365,2015,6322 - Cooks
100,2015,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale"
215,2015,6332 - Bakers
140,2015,6341 - Hairstylists and barbers
90,2015,"6342 - Tailors, dressmakers, furriers and milliners"
--,2015,6343 - Shoe repairers and shoemakers
15,2015,"6344 - Jewellers, jewellery and watch repairers and related occupations"
5,2015,6345 - Upholsterers
125,2015,6411 - Sales and account representatives - wholesale trade (non-technical)
385,2015,6421 - Retail salespersons
10,2015,6511 - Maîtres d'hôtel and hosts/hostesses
20,2015,6512 - Bartenders
215,2015,6513 - Food and beverage servers
25,2015,6521 - Travel counsellors
10,2015,6522 - Pursers and flight attendants
15,2015,6523 - Airline ticket and service agents
5,2015,"6524 - Ground and water transport ticket agents, cargo service representatives and related clerks"
180,2015,6525 - Hotel front desk clerks
10,2015,6531 - Tour and travel guides
--,2015,6532 - Outdoor sport and recreational guides
--,2015,6533 - Casino occupations
65,2015,6541 - Security guards and related security service occupations
115,2015,6551 - Customer services representatives - financial institutions
185,2015,6552 - Other customer and information services representatives
40,2015,"6562 - Estheticians, electrologists and related occupations"
5,2015,6563 - Pet groomers and animal care workers
--,2015,6564 - Other personal service occupations
90,2015,6611 - Cashiers
20,2015,6621 - Service station attendants
45,2015,"6622 - Store shelf stockers, clerks and order fillers"
20,2015,6623 - Other sales related occupations
1395,2015,"6711 - Food counter attendants, kitchen helpers and related support occupations"
5,2015,"6721 - Support occupations in accommodation, travel and facilities set-up services"
315,2015,6731 - Light duty cleaners
20,2015,6732 - Specialized cleaners
25,2015,"6733 - Janitors, caretakers and building superintendents"
--,2015,"6742 - Other service support occupations, n.e.c."
20,2015,"7201 - Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations"
20,2015,"7202 - Contractors and supervisors, electrical trades and telecommunications occupations"
5,2015,"7203 - Contractors and supervisors, pipefitting trades"
50,2015,"7204 - Contractors and supervisors, carpentry trades"
55,2015,"7205 - Contractors and supervisors, other construction trades, installers, repairers and servicers"
215,2015,7231 - Machinists and machining and tooling inspectors
10,2015,7232 - Tool and die makers
15,2015,7233 - Sheet metal workers
5,2015,7234 - Boilermakers
55,2015,7235 - Structural metal and platework fabricators and fitters
45,2015,7236 - Ironworkers
500,2015,7237 - Welders and related machine operators
165,2015,7241 - Electricians (except industrial and power system)
130,2015,7242 - Industrial electricians
10,2015,7243 - Power system electricians
60,2015,7244 - Electrical power line and cable workers
35,2015,7245 - Telecommunications line and cable workers
50,2015,7246 - Telecommunications installation and repair workers
10,2015,7247 - Cable television service and maintenance technicians
90,2015,7251 - Plumbers
115,2015,"7252 - Steamfitters, pipefitters and sprinkler system installers"
10,2015,7253 - Gas fitters
355,2015,7271 - Carpenters
100,2015,7272 - Cabinetmakers
75,2015,7281 - Bricklayers
90,2015,7282 - Concrete finishers
60,2015,7283 - Tilesetters
215,2015,"7284 - Plasterers, drywall installers and finishers and lathers"
105,2015,7291 - Roofers and shinglers
25,2015,7292 - Glaziers
70,2015,7293 - Insulators
85,2015,7294 - Painters and decorators (except interior decorators)
20,2015,7295 - Floor covering installers
75,2015,"7301 - Contractors and supervisors, mechanic trades"
30,2015,"7302 - Contractors and supervisors, heavy equipment operator crews"
10,2015,"7303 - Supervisors, printing and related occupations"
30,2015,"7305 - Supervisors, motor transport and other ground transit operators"
70,2015,7311 - Construction millwrights and industrial mechanics
170,2015,7312 - Heavy-duty equipment mechanics
45,2015,7313 - Refrigeration and air conditioning mechanics
30,2015,7315 - Aircraft mechanics and aircraft inspectors
15,2015,7316 - Machine fitters
5,2015,7318 - Elevator constructors and mechanics
270,2015,"7321 - Automotive service technicians, truck and bus mechanics and mechanical repairers"
45,2015,7322 - Motor vehicle body repairers
--,2015,7331 - Oil and solid fuel heating mechanics
10,2015,7332 - Appliance servicers and repairers
30,2015,7333 - Electrical mechanics
10,2015,"7334 - Motorcycle, all-terrain vehicle and other related mechanics"
10,2015,7335 - Other small engine and small equipment repairers
--,2015,7362 - Railway conductors and brakemen/women
20,2015,7371 - Crane operators
--,2015,"7372 - Drillers and blasters - surface mining, quarrying and construction"
--,2015,7373 - Water well drillers
10,2015,7381 - Printing press operators
20,2015,"7384 - Other trades and related occupations, n.e.c."
15,2015,7441 - Residential and commercial installers and servicers
--,2015,7445 - Other repairers and servicers
100,2015,7452 - Material handlers
550,2015,7511 - Transport truck drivers
15,2015,"7512 - Bus drivers, subway operators and other transit operators"
30,2015,7513 - Taxi and limousine drivers and chauffeurs
30,2015,7514 - Delivery and courier service drivers
15,2015,7521 - Heavy equipment operators (except crane)
--,2015,7522 - Public works maintenance equipment operators and related workers
--,2015,7531 - Railway yard and track maintenance workers
--,2015,7532 - Water transport deck and engine room crew
5,2015,7534 - Air transport ramp attendants
20,2015,7535 - Other automotive mechanical installers and servicers
40,2015,7611 - Construction trades helpers and labourers
10,2015,7612 - Other trades helpers and labourers
--,2015,7621 - Public works and maintenance labourers
--,2015,"8211 - Supervisors, logging and forestry"
--,2015,"8221 - Supervisors, mining and quarrying"
20,2015,"8222 - Contractors and supervisors, oil and gas drilling and services"
--,2015,8231 - Underground production and development miners
25,2015,"8232 - Oil and gas well drillers, servicers, testers and related workers"
--,2015,8241 - Logging machinery operators
290,2015,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers"
40,2015,"8255 - Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
--,2015,8262 - Fishermen/women
--,2015,8411 - Underground mine service and support workers
5,2015,8412 - Oil and gas well drilling and related workers and services operators
130,2015,8431 - General farm workers
10,2015,8432 - Nursery and greenhouse workers
--,2015,8611 - Harvesting labourers
--,2015,8612 - Landscaping and grounds maintenance labourers
5,2015,8613 - Aquaculture and marine harvest labourers
10,2015,"9211 - Supervisors, mineral and metal processing"
30,2015,"9212 - Supervisors, petroleum, gas and chemical processing and utilities"
45,2015,"9213 - Supervisors, food, beverage and associated products processing"
10,2015,"9214 - Supervisors, plastic and rubber products manufacturing"
--,2015,"9215 - Supervisors, forest products processing"
15,2015,"9217 - Supervisors, textile, fabric, fur and leather products processing and manufacturing"
--,2015,"9221 - Supervisors, motor vehicle assembling"
10,2015,"9222 - Supervisors, electronics manufacturing"
--,2015,"9223 - Supervisors, electrical products manufacturing"
5,2015,"9224 - Supervisors, furniture and fixtures manufacturing"
10,2015,"9226 - Supervisors, other mechanical and metal products manufacturing"
15,2015,"9227 - Supervisors, other products manufacturing and assembly"
--,2015,"9231 - Central control and process operators, mineral and metal processing"
20,2015,"9232 - Petroleum, gas and chemical process operators"
10,2015,9241 - Power engineers and power systems operators
5,2015,9243 - Water and waste treatment plant operators
15,2015,"9411 - Machine operators, mineral and metal processing"
--,2015,9412 - Foundry workers
--,2015,9413 - Glass forming and finishing machine operators and glass cutters
5,2015,"9414 - Concrete, clay and stone forming operators"
--,2015,"9415 - Inspectors and testers, mineral and metal processing"
20,2015,9416 - Metalworking and forging machine operators
30,2015,9417 - Machining tool operators
--,2015,9418 - Other metal products machine operators
15,2015,9421 - Chemical plant machine operators
10,2015,9422 - Plastics processing machine operators
--,2015,9423 - Rubber processing machine operators and related workers
5,2015,9431 - Sawmill machine operators
--,2015,9433 - Papermaking and finishing machine operators
--,2015,9435 - Paper converting machine operators
--,2015,9436 - Lumber graders and other wood processing inspectors and graders
15,2015,9437 - Woodworking machine operators
--,2015,"9441 - Textile fibre and yarn, hide and pelt processing machine operators and workers"
--,2015,"9442 - Weavers, knitters and other fabric making occupations"
5,2015,9446 - Industrial sewing machine operators
--,2015,"9447 - Inspectors and graders, textile, fabric, fur and leather products manufacturing"
25,2015,"9461 - Process control and machine operators, food, beverage and associated products processing"
275,2015,"9462 - Industrial butchers and meat cutters, poultry preparers and related workers"
35,2015,9463 - Fish and seafood plant workers
--,2015,"9465 - Testers and graders, food, beverage and associated products processing"
--,2015,9471 - Plateless printing equipment operators
--,2015,9473 - Binding and finishing machine operators
--,2015,9474 - Photographic and film processors
15,2015,9521 - Aircraft assemblers and aircraft assembly inspectors
5,2015,"9522 - Motor vehicle assemblers, inspectors and testers"
20,2015,"9523 - Electronics assemblers, fabricators, inspectors and testers"
5,2015,"9524 - Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing"
5,2015,"9525 - Assemblers, fabricators and inspectors, industrial electrical motors and transformers"
20,2015,9526 - Mechanical assemblers and inspectors
--,2015,"9527 - Machine operators and inspectors, electrical apparatus manufacturing"
--,2015,9532 - Furniture and fixture assemblers and inspectors
15,2015,9533 - Other wood products assemblers and inspectors
--,2015,9534 - Furniture finishers and refinishers
5,2015,"9535 - Plastic products assemblers, finishers and inspectors"
5,2015,"9536 - Industrial painters, coaters and metal finishing process operators"
15,2015,"9537 - Other products assemblers, finishers and inspectors"
10,2015,9612 - Labourers in metal fabrication
--,2015,9613 - Labourers in chemical products processing and utilities
--,2015,"9614 - Labourers in wood, pulp and paper processing"
--,2015,9616 - Labourers in textile processing
90,2015,"9617 - Labourers in food, beverage and associated products processing"
5,2015,9618 - Labourers in fish and seafood processing
15,2015,"9619 - Other labourers in processing, manufacturing and utilities"
80,2015,Not stated
206645,2015,Other
--,2016,0011 - Legislators
45,2016,0012 - Senior government managers and officials
405,2016,"0013 - Senior managers - financial, communications and other business services"
40,2016,"0014 - Senior managers - health, education, social and community services and membership organizations"
160,2016,"0015 - Senior managers - trade, broadcasting and other services, n.e.c."
185,2016,"0016 - Senior managers - construction, transportation, production and utilities"
685,2016,0111 - Financial managers
585,2016,0112 - Human resources managers
470,2016,0113 - Purchasing managers
240,2016,0114 - Other administrative services managers
205,2016,"0121 - Insurance, real estate and financial brokerage managers"
1170,2016,"0122 - Banking, credit and other investment managers"
545,2016,"0124 - Advertising, marketing and public relations managers"
245,2016,0125 - Other business services managers
25,2016,0131 - Telecommunication carriers managers
--,2016,0132 - Postal and courier services managers
210,2016,0211 - Engineering managers
50,2016,0212 - Architecture and science managers
355,2016,0213 - Computer and information systems managers
120,2016,0311 - Managers in health care
10,2016,0411 - Government managers - health and social policy development and program administration
--,2016,"0412 - Government managers - economic analysis, policy development and program administration"
--,2016,0413 - Government managers - education policy development and program administration
5,2016,0414 - Other managers in public administration
25,2016,0421 - Administrators - post-secondary education and vocational training
20,2016,0422 - School principals and administrators of elementary and secondary education
25,2016,"0423 - Managers in social, community and correctional services"
10,2016,0431 - Commissioned police officers
--,2016,0433 - Commissioned officers of the Canadian Forces
5,2016,"0511 - Library, archive, museum and art gallery managers"
20,2016,"0512 - Managers - publishing, motion pictures, broadcasting and performing arts"
20,2016,"0513 - Recreation, sports and fitness program and service directors"
135,2016,0601 - Corporate sales managers
710,2016,0621 - Retail and wholesale trade managers
590,2016,0631 - Restaurant and food service managers
100,2016,0632 - Accommodation service managers
50,2016,"0651 - Managers in customer and personal services, n.e.c."
385,2016,0711 - Construction managers
35,2016,0712 - Home building and renovation managers
60,2016,0714 - Facility operation and maintenance managers
60,2016,0731 - Managers in transportation
30,2016,0811 - Managers in natural resources production and fishing
120,2016,0821 - Managers in agriculture
--,2016,0822 - Managers in horticulture
--,2016,0823 - Managers in aquaculture
355,2016,0911 - Manufacturing managers
10,2016,0912 - Utilities managers
1475,2016,1111 - Financial auditors and accountants
785,2016,1112 - Financial and investment analysts
175,2016,"1113 - Securities agents, investment dealers and brokers"
550,2016,1114 - Other financial officers
195,2016,1121 - Human resources professionals
1025,2016,1122 - Professional occupations in business management consulting
865,2016,"1123 - Professional occupations in advertising, marketing and public relations"
170,2016,"1211 - Supervisors, general office and administrative support workers"
485,2016,"1212 - Supervisors, finance and insurance office workers"
20,2016,"1213 - Supervisors, library, correspondence and related information workers"
5,2016,"1214 - Supervisors, mail and message distribution occupations"
365,2016,"1215 - Supervisors, supply chain, tracking and scheduling co-ordination occupations"
705,2016,1221 - Administrative officers
135,2016,1222 - Executive assistants
195,2016,1223 - Human resources and recruitment officers
110,2016,1224 - Property administrators
205,2016,1225 - Purchasing agents and officers
80,2016,1226 - Conference and event planners
10,2016,"1228 - Employment insurance, immigration, border services and revenue officers"
555,2016,1241 - Administrative assistants
95,2016,1242 - Legal administrative assistants
65,2016,1243 - Medical administrative assistants
--,2016,"1251 - Court reporters, medical transcriptionists and related occupations"
15,2016,1252 - Health information management occupations
20,2016,1253 - Records management technicians
50,2016,1254 - Statistical officers and related research support occupations
440,2016,1311 - Accounting technicians and bookkeepers
35,2016,1312 - Insurance adjusters and claims examiners
30,2016,1313 - Insurance underwriters
5,2016,"1314 - Assessors, valuators and appraisers"
30,2016,"1315 - Customs, ship and other brokers"
195,2016,1411 - General office support workers
30,2016,1414 - Receptionists
10,2016,1415 - Personnel clerks
--,2016,1416 - Court clerks
35,2016,1422 - Data entry clerks
--,2016,1423 - Desktop publishing operators and related occupations
305,2016,1431 - Accounting and related clerks
5,2016,1432 - Payroll clerks
55,2016,"1434 - Banking, insurance and other financial clerks"
20,2016,1435 - Collectors
5,2016,1451 - Library assistants and clerks
5,2016,"1452 - Correspondence, publication and regulatory clerks"
--,2016,1454 - Survey interviewers and statistical clerks
--,2016,"1511 - Mail, postal and related workers"
--,2016,1512 - Letter carriers
--,2016,"1513 - Couriers, messengers and door-to-door distributors"
85,2016,1521 - Shippers and receivers
20,2016,1522 - Storekeepers and partspersons
25,2016,1523 - Production logistics co-ordinators
25,2016,1524 - Purchasing and inventory control workers
10,2016,1525 - Dispatchers
5,2016,1526 - Transportation route and crew schedulers
75,2016,2111 - Physicists and astronomers
210,2016,2112 - Chemists
185,2016,2113 - Geoscientists and oceanographers
--,2016,2114 - Meteorologists and climatologists
15,2016,2115 - Other professional occupations in physical sciences
410,2016,2121 - Biologists and related scientists
10,2016,2122 - Forestry professionals
55,2016,"2123 - Agricultural representatives, consultants and specialists"
1030,2016,2131 - Civil engineers
935,2016,2132 - Mechanical engineers
925,2016,2133 - Electrical and electronics engineers
240,2016,2134 - Chemical engineers
255,2016,2141 - Industrial and manufacturing engineers
40,2016,2142 - Metallurgical and materials engineers
30,2016,2143 - Mining engineers
35,2016,2144 - Geological engineers
170,2016,2145 - Petroleum engineers
105,2016,2146 - Aerospace engineers
590,2016,2147 - Computer engineers (except software engineers and designers)
125,2016,"2148 - Other professional engineers, n.e.c."
155,2016,2151 - Architects
10,2016,2152 - Landscape architects
25,2016,2153 - Urban and land use planners
25,2016,2154 - Land surveyors
215,2016,"2161 - Mathematicians, statisticians and actuaries"
1900,2016,2171 - Information systems analysts and consultants
765,2016,2172 - Database analysts and data administrators
1460,2016,2173 - Software engineers and designers
1720,2016,2174 - Computer programmers and interactive media developers
280,2016,2175 - Web designers and developers
235,2016,2211 - Chemical technologists and technicians
25,2016,2212 - Geological and mineral technologists and technicians
105,2016,2221 - Biological technologists and technicians
10,2016,2222 - Agricultural and fish products inspectors
20,2016,2223 - Forestry technologists and technicians
--,2016,2224 - Conservation and fishery officers
55,2016,2225 - Landscape and horticulture technicians and specialists
120,2016,2231 - Civil engineering technologists and technicians
290,2016,2232 - Mechanical engineering technologists and technicians
110,2016,2233 - Industrial engineering and manufacturing technologists and technicians
190,2016,2234 - Construction estimators
475,2016,2241 - Electrical and electronics engineering technologists and technicians
100,2016,2242 - Electronic service technicians (household and business equipment)
125,2016,2243 - Industrial instrument technicians and mechanics
20,2016,"2244 - Aircraft instrument, electrical and avionics mechanics, technicians and inspectors"
70,2016,2251 - Architectural technologists and technicians
35,2016,2252 - Industrial designers
175,2016,2253 - Drafting technologists and technicians
45,2016,2254 - Land survey technologists and technicians
25,2016,2255 - Technical occupations in geomatics and meteorology
25,2016,2261 - Non-destructive testers and inspection technicians
15,2016,2262 - Engineering inspectors and regulatory officers
245,2016,2263 - Inspectors in public and environmental health and occupational health and safety
15,2016,2264 - Construction inspectors
45,2016,"2271 - Air pilots, flight engineers and flying instructors"
10,2016,2272 - Air traffic controllers and related occupations
5,2016,"2273 - Deck officers, water transport"
5,2016,"2274 - Engineer officers, water transport"
--,2016,2275 - Railway traffic controllers and marine traffic regulators
845,2016,2281 - Computer network technicians
445,2016,2282 - User support technicians
215,2016,2283 - Information systems testing technicians
70,2016,3011 - Nursing co-ordinators and supervisors
1880,2016,3012 - Registered nurses and registered psychiatric nurses
435,2016,3111 - Specialist physicians
535,2016,3112 - General practitioners and family physicians
165,2016,3113 - Dentists
50,2016,3114 - Veterinarians
10,2016,3121 - Optometrists
