persons_count,landing_year,noc_2011_level4_eng_desc
325,2007,"2148 - Other professional engineers, n.e.c."
360,2007,2151 - Architects
20,2007,2152 - Landscape architects
50,2007,2153 - Urban and land use planners
25,2007,2154 - Land surveyors
190,2007,"2161 - Mathematicians, statisticians and actuaries"
730,2007,2171 - Information systems analysts and consultants
220,2007,2172 - Database analysts and data administrators
670,2007,2173 - Software engineers and designers
970,2007,2174 - Computer programmers and interactive media developers
140,2007,2175 - Web designers and developers
270,2007,2211 - Chemical technologists and technicians
25,2007,2212 - Geological and mineral technologists and technicians
100,2007,2221 - Biological technologists and technicians
10,2007,2222 - Agricultural and fish products inspectors
20,2007,2223 - Forestry technologists and technicians
15,2007,2224 - Conservation and fishery officers
75,2007,2225 - Landscape and horticulture technicians and specialists
285,2007,2231 - Civil engineering technologists and technicians
335,2007,2232 - Mechanical engineering technologists and technicians
165,2007,2233 - Industrial engineering and manufacturing technologists and technicians
60,2007,2234 - Construction estimators
600,2007,2241 - Electrical and electronics engineering technologists and technicians
135,2007,2242 - Electronic service technicians (household and business equipment)
150,2007,2243 - Industrial instrument technicians and mechanics
35,2007,"2244 - Aircraft instrument, electrical and avionics mechanics, technicians and inspectors"
55,2007,2251 - Architectural technologists and technicians
55,2007,2252 - Industrial designers
120,2007,2253 - Drafting technologists and technicians
15,2007,2254 - Land survey technologists and technicians
45,2007,2255 - Technical occupations in geomatics and meteorology
10,2007,2261 - Non-destructive testers and inspection technicians
15,2007,2262 - Engineering inspectors and regulatory officers
55,2007,2263 - Inspectors in public and environmental health and occupational health and safety
10,2007,2264 - Construction inspectors
75,2007,"2271 - Air pilots, flight engineers and flying instructors"
25,2007,2272 - Air traffic controllers and related occupations
35,2007,"2273 - Deck officers, water transport"
30,2007,"2274 - Engineer officers, water transport"
--,2007,2275 - Railway traffic controllers and marine traffic regulators
470,2007,2281 - Computer network technicians
185,2007,2282 - User support technicians
30,2007,2283 - Information systems testing technicians
35,2007,3011 - Nursing co-ordinators and supervisors
780,2007,3012 - Registered nurses and registered psychiatric nurses
685,2007,3111 - Specialist physicians
585,2007,3112 - General practitioners and family physicians
240,2007,3113 - Dentists
140,2007,3114 - Veterinarians
25,2007,3121 - Optometrists
5,2007,3122 - Chiropractors
25,2007,3125 - Other professional occupations in health diagnosing and treating
410,2007,3131 - Pharmacists
65,2007,3132 - Dietitians and nutritionists
35,2007,3141 - Audiologists and speech-language pathologists
125,2007,3142 - Physiotherapists
45,2007,3143 - Occupational therapists
30,2007,3144 - Other professional occupations in therapy and assessment
270,2007,3211 - Medical laboratory technologists
100,2007,3212 - Medical laboratory technicians and pathologists' assistants
50,2007,3213 - Animal health technologists and veterinary technicians
20,2007,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists"
75,2007,3215 - Medical radiation technologists
50,2007,3216 - Medical sonographers
15,2007,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c."
15,2007,3219 - Other medical technologists and technicians (except dental health)
10,2007,3221 - Denturists
40,2007,3222 - Dental hygienists and dental therapists
70,2007,"3223 - Dental technologists, technicians and laboratory assistants"
20,2007,3231 - Opticians
65,2007,3232 - Practitioners of natural healing
80,2007,3233 - Licensed practical nurses
10,2007,3234 - Paramedical occupations
45,2007,3236 - Massage therapists
30,2007,3411 - Dental assistants
95,2007,"3413 - Nurse aides, orderlies and patient service associates"
65,2007,3414 - Other assisting occupations in support of health services
3140,2007,4011 - University professors and lecturers
500,2007,4021 - College and other vocational instructors
950,2007,4031 - Secondary school teachers
590,2007,4032 - Elementary school and kindergarten teachers
85,2007,4033 - Educational counsellors
--,2007,4111 - Judges
325,2007,4112 - Lawyers and Quebec notaries
140,2007,4151 - Psychologists
145,2007,4152 - Social workers
35,2007,"4153 - Family, marriage and other related counsellors"
255,2007,4154 - Professional occupations in religion
5,2007,4155 - Probation and parole officers and related occupations
10,2007,4156 - Employment counsellors
75,2007,"4161 - Natural and applied science policy researchers, consultants and program officers"
210,2007,4162 - Economists and economic policy researchers and analysts
650,2007,4163 - Business development officers and marketing researchers and consultants
125,2007,"4164 - Social policy researchers, consultants and program officers"
55,2007,"4165 - Health policy researchers, consultants and program officers"
50,2007,"4166 - Education policy researchers, consultants and program officers"
30,2007,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers"
25,2007,4168 - Program officers unique to government
75,2007,"4169 - Other professional occupations in social science, n.e.c."
275,2007,4211 - Paralegal and related occupations
100,2007,4212 - Social and community service workers
140,2007,4214 - Early childhood educators and assistants
45,2007,4215 - Instructors of persons with disabilities
40,2007,4216 - Other instructors
75,2007,4217 - Other religious occupations
105,2007,4311 - Police officers (except commissioned)
25,2007,4312 - Firefighters
10,2007,4313 - Non-commissioned ranks of the Canadian Forces
2835,2007,4411 - Home child care providers
80,2007,4413 - Elementary and secondary school teacher assistants
5,2007,4421 - Sheriffs and bailiffs
5,2007,4422 - Correctional service officers
5,2007,"4423 - By-law enforcement and other regulatory officers, n.e.c."
70,2007,5111 - Librarians
10,2007,5112 - Conservators and curators
15,2007,5113 - Archivists
95,2007,5121 - Authors and writers
110,2007,5122 - Editors
140,2007,5123 - Journalists
365,2007,"5125 - Translators, terminologists and interpreters"
100,2007,"5131 - Producers, directors, choreographers and related occupations"
10,2007,"5132 - Conductors, composers and arrangers"
170,2007,5133 - Musicians and singers
65,2007,5134 - Dancers
25,2007,5135 - Actors and comedians
75,2007,"5136 - Painters, sculptors and other visual artists"
40,2007,5211 - Library and public archive technicians
10,2007,5212 - Technical occupations related to museums and art galleries
40,2007,5221 - Photographers
15,2007,5222 - Film and video camera operators
40,2007,5223 - Graphic arts technicians
15,2007,5224 - Broadcast technicians
35,2007,5225 - Audio and video recording technicians
25,2007,"5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts"
15,2007,"5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts"
15,2007,5231 - Announcers and other broadcasters
30,2007,"5232 - Other performers, n.e.c."
360,2007,5241 - Graphic designers and illustrators
95,2007,5242 - Interior designers and interior decorators
65,2007,"5243 - Theatre, fashion, exhibit and other creative designers"
35,2007,5244 - Artisans and craftspersons
10,2007,"5245 - Patternmakers - textile, leather and fur products"
30,2007,5251 - Athletes
65,2007,5252 - Coaches
--,2007,5253 - Sports officials and referees
115,2007,"5254 - Program leaders and instructors in recreation, sport and fitness"
135,2007,6211 - Retail sales supervisors
695,2007,6221 - Technical sales specialists - wholesale trade
145,2007,6222 - Retail and wholesale buyers
55,2007,6231 - Insurance agents and brokers
45,2007,6232 - Real estate agents and salespersons
105,2007,6235 - Financial sales representatives
65,2007,6311 - Food service supervisors
10,2007,6312 - Executive housekeepers
75,2007,"6313 - Accommodation, travel, tourism and related services supervisors"
5,2007,6315 - Cleaning supervisors
--,2007,6316 - Other services supervisors
185,2007,6321 - Chefs
365,2007,6322 - Cooks
30,2007,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale"
95,2007,6332 - Bakers
215,2007,6341 - Hairstylists and barbers
115,2007,"6342 - Tailors, dressmakers, furriers and milliners"
--,2007,6343 - Shoe repairers and shoemakers
50,2007,"6344 - Jewellers, jewellery and watch repairers and related occupations"
10,2007,6345 - Upholsterers
--,2007,6346 - Funeral directors and embalmers
305,2007,6411 - Sales and account representatives - wholesale trade (non-technical)
350,2007,6421 - Retail salespersons
25,2007,6511 - Maîtres d'hôtel and hosts/hostesses
30,2007,6512 - Bartenders
160,2007,6513 - Food and beverage servers
110,2007,6521 - Travel counsellors
35,2007,6522 - Pursers and flight attendants
40,2007,6523 - Airline ticket and service agents
10,2007,"6524 - Ground and water transport ticket agents, cargo service representatives and related clerks"
60,2007,6525 - Hotel front desk clerks
30,2007,6531 - Tour and travel guides
10,2007,6532 - Outdoor sport and recreational guides
80,2007,6541 - Security guards and related security service occupations
55,2007,6551 - Customer services representatives - financial institutions
130,2007,6552 - Other customer and information services representatives
--,2007,"6561 - Image, social and other personal consultants"
85,2007,"6562 - Estheticians, electrologists and related occupations"
5,2007,6563 - Pet groomers and animal care workers
--,2007,6564 - Other personal service occupations
65,2007,6611 - Cashiers
--,2007,6621 - Service station attendants
5,2007,"6622 - Store shelf stockers, clerks and order fillers"
20,2007,6623 - Other sales related occupations
10,2007,"6711 - Food counter attendants, kitchen helpers and related support occupations"
5,2007,"6721 - Support occupations in accommodation, travel and facilities set-up services"
--,2007,"6722 - Operators and attendants in amusement, recreation and sport"
55,2007,6731 - Light duty cleaners
--,2007,6732 - Specialized cleaners
20,2007,"6733 - Janitors, caretakers and building superintendents"
--,2007,"6741 - Dry cleaning, laundry and related occupations"
10,2007,"6742 - Other service support occupations, n.e.c."
20,2007,"7201 - Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations"
35,2007,"7202 - Contractors and supervisors, electrical trades and telecommunications occupations"
5,2007,"7203 - Contractors and supervisors, pipefitting trades"
15,2007,"7204 - Contractors and supervisors, carpentry trades"
30,2007,"7205 - Contractors and supervisors, other construction trades, installers, repairers and servicers"
155,2007,7231 - Machinists and machining and tooling inspectors
85,2007,7232 - Tool and die makers
15,2007,7233 - Sheet metal workers
--,2007,7234 - Boilermakers
10,2007,7235 - Structural metal and platework fabricators and fitters
5,2007,7236 - Ironworkers
385,2007,7237 - Welders and related machine operators
155,2007,7241 - Electricians (except industrial and power system)
120,2007,7242 - Industrial electricians
10,2007,7243 - Power system electricians
45,2007,7244 - Electrical power line and cable workers
25,2007,7245 - Telecommunications line and cable workers
110,2007,7246 - Telecommunications installation and repair workers
10,2007,7247 - Cable television service and maintenance technicians
60,2007,7251 - Plumbers
10,2007,"7252 - Steamfitters, pipefitters and sprinkler system installers"
10,2007,7253 - Gas fitters
255,2007,7271 - Carpenters
65,2007,7272 - Cabinetmakers
45,2007,7281 - Bricklayers
15,2007,7282 - Concrete finishers
15,2007,7283 - Tilesetters
30,2007,"7284 - Plasterers, drywall installers and finishers and lathers"
15,2007,7291 - Roofers and shinglers
--,2007,7292 - Glaziers
5,2007,7293 - Insulators
25,2007,7294 - Painters and decorators (except interior decorators)
15,2007,7295 - Floor covering installers
145,2007,"7301 - Contractors and supervisors, mechanic trades"
10,2007,"7302 - Contractors and supervisors, heavy equipment operator crews"
5,2007,"7303 - Supervisors, printing and related occupations"
--,2007,"7304 - Supervisors, railway transport operations"
10,2007,"7305 - Supervisors, motor transport and other ground transit operators"
75,2007,7311 - Construction millwrights and industrial mechanics
75,2007,7312 - Heavy-duty equipment mechanics
30,2007,7313 - Refrigeration and air conditioning mechanics
--,2007,7314 - Railway carmen/women
50,2007,7315 - Aircraft mechanics and aircraft inspectors
15,2007,7316 - Machine fitters
--,2007,7318 - Elevator constructors and mechanics
265,2007,"7321 - Automotive service technicians, truck and bus mechanics and mechanical repairers"
35,2007,7322 - Motor vehicle body repairers
--,2007,7331 - Oil and solid fuel heating mechanics
20,2007,7332 - Appliance servicers and repairers
35,2007,7333 - Electrical mechanics
5,2007,"7334 - Motorcycle, all-terrain vehicle and other related mechanics"
5,2007,7335 - Other small engine and small equipment repairers
--,2007,7361 - Railway and yard locomotive engineers
--,2007,7362 - Railway conductors and brakemen/women
10,2007,7371 - Crane operators
--,2007,"7372 - Drillers and blasters - surface mining, quarrying and construction"
15,2007,7381 - Printing press operators
15,2007,"7384 - Other trades and related occupations, n.e.c."
10,2007,7441 - Residential and commercial installers and servicers
5,2007,7442 - Waterworks and gas maintenance workers
--,2007,7445 - Other repairers and servicers
--,2007,7451 - Longshore workers
45,2007,7452 - Material handlers
360,2007,7511 - Transport truck drivers
25,2007,"7512 - Bus drivers, subway operators and other transit operators"
75,2007,7513 - Taxi and limousine drivers and chauffeurs
40,2007,7514 - Delivery and courier service drivers
15,2007,7521 - Heavy equipment operators (except crane)
--,2007,7531 - Railway yard and track maintenance workers
5,2007,7532 - Water transport deck and engine room crew
5,2007,7534 - Air transport ramp attendants
30,2007,7535 - Other automotive mechanical installers and servicers
160,2007,7611 - Construction trades helpers and labourers
30,2007,7612 - Other trades helpers and labourers
10,2007,7621 - Public works and maintenance labourers
--,2007,7622 - Railway and motor transport labourers
--,2007,"8211 - Supervisors, logging and forestry"
--,2007,"8221 - Supervisors, mining and quarrying"
10,2007,"8222 - Contractors and supervisors, oil and gas drilling and services"
--,2007,8231 - Underground production and development miners
10,2007,"8232 - Oil and gas well drillers, servicers, testers and related workers"
--,2007,8241 - Logging machinery operators
105,2007,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers"
10,2007,"8255 - Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
--,2007,8261 - Fishing masters and officers
--,2007,8262 - Fishermen/women
--,2007,8411 - Underground mine service and support workers
--,2007,8412 - Oil and gas well drilling and related workers and services operators
--,2007,8421 - Chain saw and skidder operators
90,2007,8431 - General farm workers
5,2007,8432 - Nursery and greenhouse workers
--,2007,8441 - Fishing vessel deckhands
5,2007,8612 - Landscaping and grounds maintenance labourers
--,2007,8613 - Aquaculture and marine harvest labourers
--,2007,8616 - Logging and forestry labourers
10,2007,"9211 - Supervisors, mineral and metal processing"
20,2007,"9212 - Supervisors, petroleum, gas and chemical processing and utilities"
35,2007,"9213 - Supervisors, food, beverage and associated products processing"
10,2007,"9214 - Supervisors, plastic and rubber products manufacturing"
--,2007,"9215 - Supervisors, forest products processing"
25,2007,"9217 - Supervisors, textile, fabric, fur and leather products processing and manufacturing"
5,2007,"9221 - Supervisors, motor vehicle assembling"
20,2007,"9222 - Supervisors, electronics manufacturing"
--,2007,"9223 - Supervisors, electrical products manufacturing"
10,2007,"9226 - Supervisors, other mechanical and metal products manufacturing"
10,2007,"9227 - Supervisors, other products manufacturing and assembly"
--,2007,"9231 - Central control and process operators, mineral and metal processing"
15,2007,"9232 - Petroleum, gas and chemical process operators"
--,2007,"9235 - Pulping, papermaking and coating control operators"
15,2007,9241 - Power engineers and power systems operators
--,2007,9243 - Water and waste treatment plant operators
25,2007,"9411 - Machine operators, mineral and metal processing"
--,2007,9412 - Foundry workers
--,2007,9413 - Glass forming and finishing machine operators and glass cutters
15,2007,"9414 - Concrete, clay and stone forming operators"
--,2007,"9415 - Inspectors and testers, mineral and metal processing"
10,2007,9416 - Metalworking and forging machine operators
55,2007,9417 - Machining tool operators
5,2007,9421 - Chemical plant machine operators
10,2007,9422 - Plastics processing machine operators
--,2007,9431 - Sawmill machine operators
--,2007,9433 - Papermaking and finishing machine operators
5,2007,9437 - Woodworking machine operators
10,2007,"9441 - Textile fibre and yarn, hide and pelt processing machine operators and workers"
--,2007,"9442 - Weavers, knitters and other fabric making occupations"
--,2007,"9445 - Fabric, fur and leather cutters"
20,2007,9446 - Industrial sewing machine operators
10,2007,"9447 - Inspectors and graders, textile, fabric, fur and leather products manufacturing"
15,2007,"9461 - Process control and machine operators, food, beverage and associated products processing"
220,2007,"9462 - Industrial butchers and meat cutters, poultry preparers and related workers"
5,2007,9463 - Fish and seafood plant workers
--,2007,"9465 - Testers and graders, food, beverage and associated products processing"
15,2007,9471 - Plateless printing equipment operators
--,2007,"9472 - Camera, platemaking and other prepress occupations"
5,2007,9473 - Binding and finishing machine operators
--,2007,9474 - Photographic and film processors
--,2007,9521 - Aircraft assemblers and aircraft assembly inspectors
5,2007,"9522 - Motor vehicle assemblers, inspectors and testers"
30,2007,"9523 - Electronics assemblers, fabricators, inspectors and testers"
--,2007,"9524 - Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing"
5,2007,9526 - Mechanical assemblers and inspectors
10,2007,"9527 - Machine operators and inspectors, electrical apparatus manufacturing"
5,2007,9531 - Boat assemblers and inspectors
15,2007,9532 - Furniture and fixture assemblers and inspectors
--,2007,9533 - Other wood products assemblers and inspectors
--,2007,9534 - Furniture finishers and refinishers
5,2007,"9535 - Plastic products assemblers, finishers and inspectors"
10,2007,"9536 - Industrial painters, coaters and metal finishing process operators"
20,2007,"9537 - Other products assemblers, finishers and inspectors"
--,2007,9611 - Labourers in mineral and metal processing
--,2007,9612 - Labourers in metal fabrication
--,2007,"9614 - Labourers in wood, pulp and paper processing"
--,2007,9615 - Labourers in rubber and plastic products manufacturing
--,2007,9616 - Labourers in textile processing
145,2007,"9617 - Labourers in food, beverage and associated products processing"
35,2007,"9619 - Other labourers in processing, manufacturing and utilities"
645,2007,Not stated
180120,2007,Other
5,2008,0011 - Legislators
35,2008,0012 - Senior government managers and officials
475,2008,"0013 - Senior managers - financial, communications and other business services"
85,2008,"0014 - Senior managers - health, education, social and community services and membership organizations"
250,2008,"0015 - Senior managers - trade, broadcasting and other services, n.e.c."
625,2008,"0016 - Senior managers - construction, transportation, production and utilities"
580,2008,0111 - Financial managers
205,2008,0112 - Human resources managers
140,2008,0113 - Purchasing managers
295,2008,0114 - Other administrative services managers
105,2008,"0121 - Insurance, real estate and financial brokerage managers"
705,2008,"0122 - Banking, credit and other investment managers"
2015,2008,"0124 - Advertising, marketing and public relations managers"
50,2008,0131 - Telecommunication carriers managers
10,2008,0132 - Postal and courier services managers
290,2008,0211 - Engineering managers
45,2008,0212 - Architecture and science managers
480,2008,0213 - Computer and information systems managers
95,2008,0311 - Managers in health care
25,2008,0411 - Government managers - health and social policy development and program administration
25,2008,"0412 - Government managers - economic analysis, policy development and program administration"
10,2008,0413 - Government managers - education policy development and program administration
25,2008,0414 - Other managers in public administration
55,2008,0421 - Administrators - post-secondary education and vocational training
65,2008,0422 - School principals and administrators of elementary and secondary education
30,2008,"0423 - Managers in social, community and correctional services"
10,2008,0431 - Commissioned police officers
--,2008,0432 - Fire chiefs and senior firefighting officers
30,2008,0433 - Commissioned officers of the Canadian Forces
15,2008,"0511 - Library, archive, museum and art gallery managers"
45,2008,"0512 - Managers - publishing, motion pictures, broadcasting and performing arts"
20,2008,"0513 - Recreation, sports and fitness program and service directors"
640,2008,0621 - Retail and wholesale trade managers
295,2008,0631 - Restaurant and food service managers
155,2008,0632 - Accommodation service managers
120,2008,"0651 - Managers in customer and personal services, n.e.c."
225,2008,0711 - Construction managers
35,2008,0712 - Home building and renovation managers
80,2008,0714 - Facility operation and maintenance managers
130,2008,0731 - Managers in transportation
30,2008,0811 - Managers in natural resources production and fishing
275,2008,0821 - Managers in agriculture
10,2008,0822 - Managers in horticulture
--,2008,0823 - Managers in aquaculture
265,2008,0911 - Manufacturing managers
15,2008,0912 - Utilities managers
1690,2008,1111 - Financial auditors and accountants
625,2008,1112 - Financial and investment analysts
75,2008,"1113 - Securities agents, investment dealers and brokers"
255,2008,1114 - Other financial officers
175,2008,1121 - Human resources professionals
680,2008,1122 - Professional occupations in business management consulting
205,2008,"1123 - Professional occupations in advertising, marketing and public relations"
100,2008,"1211 - Supervisors, general office and administrative support workers"
185,2008,"1212 - Supervisors, finance and insurance office workers"
20,2008,"1213 - Supervisors, library, correspondence and related information workers"
10,2008,"1214 - Supervisors, mail and message distribution occupations"
110,2008,"1215 - Supervisors, supply chain, tracking and scheduling co-ordination occupations"
935,2008,1221 - Administrative officers
275,2008,1222 - Executive assistants
130,2008,1223 - Human resources and recruitment officers
40,2008,1224 - Property administrators
230,2008,1225 - Purchasing agents and officers
50,2008,1226 - Conference and event planners
10,2008,1227 - Court officers and justices of the peace
80,2008,"1228 - Employment insurance, immigration, border services and revenue officers"
745,2008,1241 - Administrative assistants
75,2008,1242 - Legal administrative assistants
40,2008,1243 - Medical administrative assistants
30,2008,"1251 - Court reporters, medical transcriptionists and related occupations"
15,2008,1252 - Health information management occupations
575,2008,1311 - Accounting technicians and bookkeepers
40,2008,1312 - Insurance adjusters and claims examiners
30,2008,1313 - Insurance underwriters
20,2008,"1314 - Assessors, valuators and appraisers"
45,2008,"1315 - Customs, ship and other brokers"
375,2008,1411 - General office support workers
85,2008,1414 - Receptionists
20,2008,1415 - Personnel clerks
10,2008,1416 - Court clerks
45,2008,1422 - Data entry clerks
--,2008,1423 - Desktop publishing operators and related occupations
350,2008,1431 - Accounting and related clerks
15,2008,1432 - Payroll clerks
200,2008,"1434 - Banking, insurance and other financial clerks"
20,2008,1435 - Collectors
5,2008,1451 - Library assistants and clerks
15,2008,"1452 - Correspondence, publication and regulatory clerks"
10,2008,1454 - Survey interviewers and statistical clerks
10,2008,"1511 - Mail, postal and related workers"
5,2008,1512 - Letter carriers
5,2008,"1513 - Couriers, messengers and door-to-door distributors"
60,2008,1521 - Shippers and receivers
35,2008,1522 - Storekeepers and partspersons
20,2008,1523 - Production logistics co-ordinators
45,2008,1524 - Purchasing and inventory control workers
10,2008,1525 - Dispatchers
5,2008,1526 - Transportation route and crew schedulers
125,2008,2111 - Physicists and astronomers
510,2008,2112 - Chemists
140,2008,2113 - Geoscientists and oceanographers
5,2008,2114 - Meteorologists and climatologists
40,2008,2115 - Other professional occupations in physical sciences
535,2008,2121 - Biologists and related scientists
40,2008,2122 - Forestry professionals
190,2008,"2123 - Agricultural representatives, consultants and specialists"
950,2008,2131 - Civil engineers
870,2008,2132 - Mechanical engineers
1165,2008,2133 - Electrical and electronics engineers
330,2008,2134 - Chemical engineers
340,2008,2141 - Industrial and manufacturing engineers
90,2008,2142 - Metallurgical and materials engineers
35,2008,2143 - Mining engineers
40,2008,2144 - Geological engineers
100,2008,2145 - Petroleum engineers
55,2008,2146 - Aerospace engineers
575,2008,2147 - Computer engineers (except software engineers and designers)
310,2008,"2148 - Other professional engineers, n.e.c."
340,2008,2151 - Architects
15,2008,2152 - Landscape architects
65,2008,2153 - Urban and land use planners
25,2008,2154 - Land surveyors
185,2008,"2161 - Mathematicians, statisticians and actuaries"
1150,2008,2171 - Information systems analysts and consultants
330,2008,2172 - Database analysts and data administrators
1105,2008,2173 - Software engineers and designers
1245,2008,2174 - Computer programmers and interactive media developers
245,2008,2175 - Web designers and developers
275,2008,2211 - Chemical technologists and technicians
15,2008,2212 - Geological and mineral technologists and technicians
130,2008,2221 - Biological technologists and technicians
15,2008,2222 - Agricultural and fish products inspectors
15,2008,2223 - Forestry technologists and technicians
15,2008,2224 - Conservation and fishery officers
70,2008,2225 - Landscape and horticulture technicians and specialists
220,2008,2231 - Civil engineering technologists and technicians
280,2008,2232 - Mechanical engineering technologists and technicians
140,2008,2233 - Industrial engineering and manufacturing technologists and technicians
55,2008,2234 - Construction estimators
580,2008,2241 - Electrical and electronics engineering technologists and technicians
145,2008,2242 - Electronic service technicians (household and business equipment)
115,2008,2243 - Industrial instrument technicians and mechanics
35,2008,"2244 - Aircraft instrument, electrical and avionics mechanics, technicians and inspectors"
60,2008,2251 - Architectural technologists and technicians
55,2008,2252 - Industrial designers
150,2008,2253 - Drafting technologists and technicians
25,2008,2254 - Land survey technologists and technicians
40,2008,2255 - Technical occupations in geomatics and meteorology
10,2008,2261 - Non-destructive testers and inspection technicians
20,2008,2262 - Engineering inspectors and regulatory officers
65,2008,2263 - Inspectors in public and environmental health and occupational health and safety
15,2008,2264 - Construction inspectors
85,2008,"2271 - Air pilots, flight engineers and flying instructors"
30,2008,2272 - Air traffic controllers and related occupations
30,2008,"2273 - Deck officers, water transport"
30,2008,"2274 - Engineer officers, water transport"
690,2008,2281 - Computer network technicians
250,2008,2282 - User support technicians
65,2008,2283 - Information systems testing technicians
40,2008,3011 - Nursing co-ordinators and supervisors
980,2008,3012 - Registered nurses and registered psychiatric nurses
880,2008,3111 - Specialist physicians
690,2008,3112 - General practitioners and family physicians
280,2008,3113 - Dentists
155,2008,3114 - Veterinarians
20,2008,3121 - Optometrists
15,2008,3122 - Chiropractors
35,2008,3125 - Other professional occupations in health diagnosing and treating
415,2008,3131 - Pharmacists
60,2008,3132 - Dietitians and nutritionists
30,2008,3141 - Audiologists and speech-language pathologists
140,2008,3142 - Physiotherapists
40,2008,3143 - Occupational therapists
20,2008,3144 - Other professional occupations in therapy and assessment
190,2008,3211 - Medical laboratory technologists
115,2008,3212 - Medical laboratory technicians and pathologists' assistants
25,2008,3213 - Animal health technologists and veterinary technicians
20,2008,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists"
60,2008,3215 - Medical radiation technologists
25,2008,3216 - Medical sonographers
5,2008,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c."
25,2008,3219 - Other medical technologists and technicians (except dental health)
5,2008,3221 - Denturists
40,2008,3222 - Dental hygienists and dental therapists
65,2008,"3223 - Dental technologists, technicians and laboratory assistants"
15,2008,3231 - Opticians
80,2008,3232 - Practitioners of natural healing
75,2008,3233 - Licensed practical nurses
20,2008,3234 - Paramedical occupations
50,2008,3236 - Massage therapists
40,2008,3411 - Dental assistants
110,2008,"3413 - Nurse aides, orderlies and patient service associates"
110,2008,3414 - Other assisting occupations in support of health services
3305,2008,4011 - University professors and lecturers
715,2008,4021 - College and other vocational instructors
1345,2008,4031 - Secondary school teachers
690,2008,4032 - Elementary school and kindergarten teachers
65,2008,4033 - Educational counsellors
10,2008,4111 - Judges
340,2008,4112 - Lawyers and Quebec notaries
130,2008,4151 - Psychologists
125,2008,4152 - Social workers
30,2008,"4153 - Family, marriage and other related counsellors"
305,2008,4154 - Professional occupations in religion
--,2008,4155 - Probation and parole officers and related occupations
15,2008,4156 - Employment counsellors
110,2008,"4161 - Natural and applied science policy researchers, consultants and program officers"
195,2008,4162 - Economists and economic policy researchers and analysts
650,2008,4163 - Business development officers and marketing researchers and consultants
135,2008,"4164 - Social policy researchers, consultants and program officers"
80,2008,"4165 - Health policy researchers, consultants and program officers"
75,2008,"4166 - Education policy researchers, consultants and program officers"
35,2008,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers"
30,2008,4168 - Program officers unique to government
65,2008,"4169 - Other professional occupations in social science, n.e.c."
240,2008,4211 - Paralegal and related occupations
100,2008,4212 - Social and community service workers
160,2008,4214 - Early childhood educators and assistants
60,2008,4215 - Instructors of persons with disabilities
65,2008,4216 - Other instructors
105,2008,4217 - Other religious occupations
170,2008,4311 - Police officers (except commissioned)
25,2008,4312 - Firefighters
15,2008,4313 - Non-commissioned ranks of the Canadian Forces
4895,2008,4411 - Home child care providers
90,2008,4413 - Elementary and secondary school teacher assistants
--,2008,4421 - Sheriffs and bailiffs
--,2008,4422 - Correctional service officers
--,2008,"4423 - By-law enforcement and other regulatory officers, n.e.c."
70,2008,5111 - Librarians
15,2008,5112 - Conservators and curators
15,2008,5113 - Archivists
70,2008,5121 - Authors and writers
110,2008,5122 - Editors
145,2008,5123 - Journalists
365,2008,"5125 - Translators, terminologists and interpreters"
115,2008,"5131 - Producers, directors, choreographers and related occupations"
10,2008,"5132 - Conductors, composers and arrangers"
180,2008,5133 - Musicians and singers
70,2008,5134 - Dancers
25,2008,5135 - Actors and comedians
85,2008,"5136 - Painters, sculptors and other visual artists"
30,2008,5211 - Library and public archive technicians
10,2008,5212 - Technical occupations related to museums and art galleries
60,2008,5221 - Photographers
20,2008,5222 - Film and video camera operators
65,2008,5223 - Graphic arts technicians
15,2008,5224 - Broadcast technicians
55,2008,5225 - Audio and video recording technicians
35,2008,"5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts"
20,2008,"5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts"
20,2008,5231 - Announcers and other broadcasters
15,2008,"5232 - Other performers, n.e.c."
415,2008,5241 - Graphic designers and illustrators
100,2008,5242 - Interior designers and interior decorators
70,2008,"5243 - Theatre, fashion, exhibit and other creative designers"
45,2008,5244 - Artisans and craftspersons
10,2008,"5245 - Patternmakers - textile, leather and fur products"
30,2008,5251 - Athletes
70,2008,5252 - Coaches
--,2008,5253 - Sports officials and referees
130,2008,"5254 - Program leaders and instructors in recreation, sport and fitness"
175,2008,6211 - Retail sales supervisors
675,2008,6221 - Technical sales specialists - wholesale trade
135,2008,6222 - Retail and wholesale buyers
80,2008,6231 - Insurance agents and brokers
65,2008,6232 - Real estate agents and salespersons
160,2008,6235 - Financial sales representatives
