persons_count,landing_year,census_metropolitan_area_eng_desc
30,2013,Salmon Arm
90,2013,Sarnia
3745,2013,Saskatoon
50,2013,Sault Ste. Marie
20,2013,Sept-Îles
45,2013,Shawinigan
1000,2013,Sherbrooke
25,2013,Sorel-Tracy
100,2013,Squamish
980,2013,St. Catharines - Niagara
550,2013,St. John's
180,2013,Steinbach
15,2013,Stratford
50,2013,Strathmore
65,2013,Summerside
85,2013,Swift Current
40,2013,Sylvan Lake
--,2013,Temiskaming Shores
25,2013,Terrace
60,2013,"Territories, outside Census agglomeration (CA)"
10,2013,Thetford Mines
160,2013,Thompson
105,2013,Thunder Bay
15,2013,Tillsonburg
35,2013,Timmins
81470,2013,Toronto
3105,2013,Trois-Rivières
100,2013,Truro
50,2013,Val-d'Or
29495,2013,Vancouver
100,2013,Vernon
1195,2013,Victoria
75,2013,Victoriaville
70,2013,Wetaskiwin
280,2013,Whitehorse
30,2013,Williams Lake
1690,2013,Windsor
11115,2013,Winnipeg
950,2013,Wood Buffalo
40,2013,Woodstock
115,2013,Yellowknife
195,2013,Yorkton
1095,2014,Abbotsford - Mission
--,2014,Alma
25,2014,Amos
30,2014,Baie-Comeau
350,2014,Barrie
30,2014,Bathurst
245,2014,Belleville
535,2014,Brandon
195,2014,Brantford
40,2014,Brockville
205,2014,Brooks
19535,2014,Calgary
70,2014,Campbell River
15,2014,Campbellton (New Brunswick part)
105,2014,Camrose
135,2014,Canmore
100,2014,Cape Breton
30,2014,Centre Wellington
1485,2014,Charlottetown
90,2014,Chatham-Kent
235,2014,Chilliwack
35,2014,Cobourg
85,2014,Cold Lake
30,2014,Collingwood
45,2014,Corner Brook
40,2014,Cornwall
125,2014,Courtenay
5,2014,Cowansville
75,2014,Cranbrook
100,2014,Dawson Creek
5,2014,Dolbeau-Mistassini
135,2014,Drummondville
75,2014,Duncan
15445,2014,Edmonton
15,2014,Edmundston
10,2014,Elliot Lake
290,2014,Estevan
175,2014,Fort St. John
910,2014,Fredericton
160,2014,Granby
15,2014,Grand Falls-Windsor
510,2014,Grande Prairie
290,2014,Greater Sudbury
610,2014,Guelph
2080,2014,Halifax
3100,2014,Hamilton
10,2014,Hawkesbury (Ontario part)
--,2014,Hawkesbury (Quebec part)
255,2014,High River
5,2014,Ingersoll
60,2014,Joliette
220,2014,Kamloops
25,2014,Kawartha Lakes
565,2014,Kelowna
15,2014,Kenora
30,2014,Kentville
335,2014,Kingston
2370,2014,Kitchener - Cambridge - Waterloo
5,2014,Lachute
70,2014,Lacombe
130,2014,Leamington
650,2014,Lethbridge
135,2014,Lloydminster (Alberta part)
425,2014,Lloydminster (Saskatchewan part)
2000,2014,London
10,2014,Matane
275,2014,Medicine Hat
25,2014,Midland
10,2014,Miramichi
815,2014,Moncton
40325,2014,Montréal
225,2014,Moose Jaw
255,2014,Nanaimo
50,2014,New Glasgow
60,2014,Norfolk
230,2014,North Battleford
55,2014,North Bay
25,2014,Not stated
165,2014,Okotoks
65,2014,Orillia
795,2014,Oshawa
2510,2014,Other - Alberta
1440,2014,Other - British Columbia
1410,2014,Other - Manitoba
310,2014,Other - New Brunswick
270,2014,Other - Newfoundland and Labrador
320,2014,Other - Nova Scotia
775,2014,Other - Ontario
90,2014,Other - Prince Edward Island
540,2014,Other - Quebec
1765,2014,Other - Saskatchewan
5265,2014,Ottawa - Gatineau (Ontario part)
1340,2014,Ottawa - Gatineau (Quebec part)
570,2014,Outside of defined CMA
25,2014,Owen Sound
65,2014,Parksville
15,2014,Pembroke
65,2014,Penticton
25,2014,Petawawa
145,2014,Peterborough
25,2014,Port Alberni
10,2014,Port Hope
60,2014,Portage la Prairie
20,2014,Powell River
325,2014,Prince Albert
250,2014,Prince George
30,2014,Prince Rupert
2735,2014,Québec
25,2014,Quesnel
925,2014,Red Deer
3770,2014,Regina
100,2014,Rimouski
25,2014,Rivière-du-Loup
45,2014,Rouyn-Noranda
125,2014,Saguenay
720,2014,Saint John
10,2014,Saint-Georges
235,2014,Saint-Hyacinthe
85,2014,Saint-Jean-sur-Richelieu
20,2014,Salaberry-de-Valleyfield
20,2014,Salmon Arm
105,2014,Sarnia
4460,2014,Saskatoon
55,2014,Sault Ste. Marie
25,2014,Sept-Îles
20,2014,Shawinigan
900,2014,Sherbrooke
40,2014,Sorel-Tracy
120,2014,Squamish
915,2014,St. Catharines - Niagara
545,2014,St. John's
160,2014,Steinbach
15,2014,Stratford
70,2014,Strathmore
50,2014,Summerside
150,2014,Swift Current
50,2014,Sylvan Lake
10,2014,Temiskaming Shores
35,2014,Terrace
75,2014,"Territories, outside Census agglomeration (CA)"
15,2014,Thetford Mines
200,2014,Thompson
130,2014,Thunder Bay
5,2014,Tillsonburg
45,2014,Timmins
75635,2014,Toronto
2850,2014,Trois-Rivières
85,2014,Truro
35,2014,Val-d'Or
28405,2014,Vancouver
105,2014,Vernon
1370,2014,Victoria
160,2014,Victoriaville
45,2014,Wetaskiwin
260,2014,Whitehorse
55,2014,Williams Lake
1455,2014,Windsor
13860,2014,Winnipeg
1290,2014,Wood Buffalo
35,2014,Woodstock
145,2014,Yellowknife
195,2014,Yorkton
1075,2015,Abbotsford - Mission
5,2015,Alma
75,2015,Amos
25,2015,Baie-Comeau
410,2015,Barrie
30,2015,Bathurst
--,2015,Bay Roberts
230,2015,Belleville
700,2015,Brandon
150,2015,Brantford
55,2015,Brockville
170,2015,Brooks
21700,2015,Calgary
55,2015,Campbell River
10,2015,Campbellton (New Brunswick part)
150,2015,Camrose
125,2015,Canmore
125,2015,Cape Breton
20,2015,Centre Wellington
1100,2015,Charlottetown
115,2015,Chatham-Kent
265,2015,Chilliwack
20,2015,Cobourg
180,2015,Cold Lake
40,2015,Collingwood
45,2015,Corner Brook
70,2015,Cornwall
100,2015,Courtenay
--,2015,Cowansville
70,2015,Cranbrook
120,2015,Dawson Creek
--,2015,Dolbeau-Mistassini
150,2015,Drummondville
105,2015,Duncan
16740,2015,Edmonton
45,2015,Edmundston
--,2015,Elliot Lake
325,2015,Estevan
235,2015,Fort St. John
645,2015,Fredericton
160,2015,Granby
10,2015,Grand Falls-Windsor
670,2015,Grande Prairie
185,2015,Greater Sudbury
685,2015,Guelph
2735,2015,Halifax
3020,2015,Hamilton
20,2015,Hawkesbury (Ontario part)
75,2015,High River
10,2015,Ingersoll
80,2015,Joliette
265,2015,Kamloops
25,2015,Kawartha Lakes
615,2015,Kelowna
15,2015,Kenora
25,2015,Kentville
390,2015,Kingston
2455,2015,Kitchener - Cambridge - Waterloo
5,2015,Lachute
65,2015,Lacombe
135,2015,Leamington
600,2015,Lethbridge
280,2015,Lloydminster (Alberta part)
365,2015,Lloydminster (Saskatchewan part)
1985,2015,London
10,2015,Matane
350,2015,Medicine Hat
20,2015,Midland
10,2015,Miramichi
845,2015,Moncton
39485,2015,Montréal
300,2015,Moose Jaw
280,2015,Nanaimo
55,2015,New Glasgow
55,2015,Norfolk
160,2015,North Battleford
50,2015,North Bay
95,2015,Not stated
170,2015,Okotoks
30,2015,Orillia
645,2015,Oshawa
3235,2015,Other - Alberta
1575,2015,Other - British Columbia
1385,2015,Other - Manitoba
290,2015,Other - New Brunswick
280,2015,Other - Newfoundland and Labrador
385,2015,Other - Nova Scotia
945,2015,Other - Ontario
60,2015,Other - Prince Edward Island
605,2015,Other - Quebec
2225,2015,Other - Saskatchewan
6250,2015,Ottawa - Gatineau (Ontario part)
925,2015,Ottawa - Gatineau (Quebec part)
85,2015,Outside of defined CMA
40,2015,Owen Sound
50,2015,Parksville
10,2015,Pembroke
90,2015,Penticton
30,2015,Petawawa
150,2015,Peterborough
35,2015,Port Alberni
5,2015,Port Hope
95,2015,Portage la Prairie
20,2015,Powell River
380,2015,Prince Albert
290,2015,Prince George
25,2015,Prince Rupert
3030,2015,Québec
45,2015,Quesnel
990,2015,Red Deer
3970,2015,Regina
65,2015,Rimouski
10,2015,Rivière-du-Loup
20,2015,Rouyn-Noranda
135,2015,Saguenay
695,2015,Saint John
20,2015,Saint-Georges
180,2015,Saint-Hyacinthe
65,2015,Saint-Jean-sur-Richelieu
25,2015,Salaberry-de-Valleyfield
35,2015,Salmon Arm
100,2015,Sarnia
4450,2015,Saskatoon
70,2015,Sault Ste. Marie
40,2015,Sept-Îles
20,2015,Shawinigan
1175,2015,Sherbrooke
15,2015,Sorel-Tracy
150,2015,Squamish
920,2015,St. Catharines - Niagara
780,2015,St. John's
190,2015,Steinbach
55,2015,Stratford
60,2015,Strathmore
25,2015,Summerside
150,2015,Swift Current
55,2015,Sylvan Lake
5,2015,Temiskaming Shores
50,2015,Terrace
100,2015,"Territories, outside Census agglomeration (CA)"
10,2015,Thetford Mines
135,2015,Thompson
150,2015,Thunder Bay
15,2015,Tillsonburg
45,2015,Timmins
82095,2015,Toronto
2485,2015,Trois-Rivières
75,2015,Truro
30,2015,Val-d'Or
28385,2015,Vancouver
140,2015,Vernon
1575,2015,Victoria
85,2015,Victoriaville
130,2015,Wetaskiwin
240,2015,Whitehorse
80,2015,Williams Lake
1810,2015,Windsor
12390,2015,Winnipeg
1435,2015,Wood Buffalo
45,2015,Woodstock
175,2015,Yellowknife
195,2015,Yorkton
1130,2016,Abbotsford - Mission
15,2016,Alma
55,2016,Amos
25,2016,Baie-Comeau
355,2016,Barrie
60,2016,Bathurst
5,2016,Bay Roberts
215,2016,Belleville
635,2016,Brandon
150,2016,Brantford
45,2016,Brockville
405,2016,Brooks
21430,2016,Calgary
80,2016,Campbell River
--,2016,Campbellton (New Brunswick part)
115,2016,Camrose
175,2016,Canmore
170,2016,Cape Breton
45,2016,Centre Wellington
2095,2016,Charlottetown
150,2016,Chatham-Kent
215,2016,Chilliwack
40,2016,Cobourg
185,2016,Cold Lake
45,2016,Collingwood
40,2016,Corner Brook
60,2016,Cornwall
100,2016,Courtenay
10,2016,Cowansville
70,2016,Cranbrook
140,2016,Dawson Creek
--,2016,Dolbeau-Mistassini
215,2016,Drummondville
100,2016,Duncan
17885,2016,Edmonton
50,2016,Edmundston
5,2016,Elliot Lake
320,2016,Estevan
285,2016,Fort St. John
1490,2016,Fredericton
305,2016,Granby
15,2016,Grand Falls-Windsor
705,2016,Grande Prairie
180,2016,Greater Sudbury
675,2016,Guelph
4570,2016,Halifax
4190,2016,Hamilton
25,2016,Hawkesbury (Ontario part)
--,2016,Hawkesbury (Quebec part)
115,2016,High River
15,2016,Ingersoll
130,2016,Joliette
360,2016,Kamloops
45,2016,Kawartha Lakes
585,2016,Kelowna
20,2016,Kenora
60,2016,Kentville
530,2016,Kingston
3730,2016,Kitchener - Cambridge - Waterloo
5,2016,Lachute
110,2016,Lacombe
275,2016,Leamington
935,2016,Lethbridge
235,2016,Lloydminster (Alberta part)
335,2016,Lloydminster (Saskatchewan part)
3305,2016,London
25,2016,Matane
455,2016,Medicine Hat
20,2016,Midland
35,2016,Miramichi
1390,2016,Moncton
41645,2016,Montréal
330,2016,Moose Jaw
325,2016,Nanaimo
80,2016,New Glasgow
50,2016,Norfolk
215,2016,North Battleford
60,2016,North Bay
70,2016,Not stated
145,2016,Okotoks
35,2016,Orillia
705,2016,Oshawa
3580,2016,Other - Alberta
1710,2016,Other - British Columbia
1635,2016,Other - Manitoba
410,2016,Other - New Brunswick
310,2016,Other - Newfoundland and Labrador
490,2016,Other - Nova Scotia
1265,2016,Other - Ontario
120,2016,Other - Prince Edward Island
645,2016,Other - Quebec
2015,2016,Other - Saskatchewan
7865,2016,Ottawa - Gatineau (Ontario part)
1365,2016,Ottawa - Gatineau (Quebec part)
195,2016,Outside of defined CMA
50,2016,Owen Sound
55,2016,Parksville
--,2016,Pembroke
110,2016,Penticton
10,2016,Petawawa
350,2016,Peterborough
40,2016,Port Alberni
30,2016,Port Hope
105,2016,Portage la Prairie
40,2016,Powell River
450,2016,Prince Albert
255,2016,Prince George
40,2016,Prince Rupert
3515,2016,Québec
45,2016,Quesnel
1105,2016,Red Deer
4995,2016,Regina
80,2016,Rimouski
20,2016,Rivière-du-Loup
40,2016,Rouyn-Noranda
155,2016,Saguenay
1235,2016,Saint John
30,2016,Saint-Georges
230,2016,Saint-Hyacinthe
55,2016,Saint-Jean-sur-Richelieu
25,2016,Salaberry-de-Valleyfield
75,2016,Salmon Arm
120,2016,Sarnia
5750,2016,Saskatoon
155,2016,Sault Ste. Marie
40,2016,Sept-Îles
30,2016,Shawinigan
1450,2016,Sherbrooke
30,2016,Sorel-Tracy
145,2016,Squamish
1035,2016,St. Catharines - Niagara
810,2016,St. John's
215,2016,Steinbach
35,2016,Stratford
55,2016,Strathmore
80,2016,Summerside
200,2016,Swift Current
70,2016,Sylvan Lake
20,2016,Temiskaming Shores
100,2016,Terrace
90,2016,"Territories, outside Census agglomeration (CA)"
20,2016,Thetford Mines
150,2016,Thompson
265,2016,Thunder Bay
30,2016,Tillsonburg
35,2016,Timmins
81365,2016,Toronto
2890,2016,Trois-Rivières
110,2016,Truro
25,2016,Val-d'Or
29705,2016,Vancouver
160,2016,Vernon
2115,2016,Victoria
120,2016,Victoriaville
135,2016,Wetaskiwin
185,2016,Whitehorse
70,2016,Williams Lake
2305,2016,Windsor
14065,2016,Winnipeg
1305,2016,Wood Buffalo
60,2016,Woodstock
155,2016,Yellowknife
215,2016,Yorkton
